Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,
07-06-2024 11:00,06-07-2024 23:28,Mumbai,154,BURGLARY,32,F,Other,Other Crime,1,Yes,
07-06-2024 12:00,07-07-2024 04:15,Delhi,563,PUBLIC INTOXICATION,47,F,Other,Other Crime,10,No,
07-06-2024 13:00,06-07-2024 17:05,Kolkata,592,ILLEGAL POSSESSION,26,F,Knife,Other Crime,13,No,
07-06-2024 14:00,07-07-2024 07:53,Delhi,178,TRAFFIC VIOLATION,28,F,Blunt Object,Traffic Fatality,3,No,
07-06-2024 15:00,07-07-2024 14:11,Chennai,401,ILLEGAL POSSESSION,31,M,Knife,Other Crime,10,Yes,
07-06-2024 16:00,07-07-2024 13:20,Delhi,174,SEXUAL ASSAULT,53,F,Poison,Violent Crime,13,Yes,
07-06-2024 17:00,07-07-2024 08:15,Delhi,440,COUNTERFEITING,34,F,Poison,Other Crime,3,Yes,
07-06-2024 18:00,06-07-2024 19:42,Bangalore,419,CYBERCRIME,32,M,Other,Other Crime,1,No,
07-06-2024 19:00,07-07-2024 11:24,Hyderabad,379,PUBLIC INTOXICATION,70,F,Poison,Other Crime,5,No,
07-06-2024 20:00,07-07-2024 04:49,Mumbai,432,TRAFFIC VIOLATION,17,F,Poison,Traffic Fatality,18,No,
07-06-2024 21:00,07-07-2024 08:10,Delhi,361,VEHICLE - STOLEN,53,F,Blunt Object,Violent Crime,5,Yes,
07-06-2024 22:00,07-07-2024 13:21,Patna,540,ROBBERY,17,F,Explosives,Violent Crime,2,Yes,
07-06-2024 23:00,07-07-2024 18:05,Delhi,393,HOMICIDE,27,F,Poison,Other Crime,16,Yes,
07-07-2024 00:00,07-07-2024 21:56,Pune,318,VANDALISM,51,M,Firearm,Other Crime,15,No,
07-07-2024 01:00,07-07-2024 01:49,Lucknow,431,HOMICIDE,13,F,None,Other Crime,13,Yes,
07-07-2024 02:00,07-07-2024 08:11,Chennai,397,BURGLARY,67,F,Poison,Other Crime,14,No,
07-07-2024 03:00,08-07-2024 01:34,Delhi,100,BURGLARY,33,F,None,Other Crime,17,No,
07-07-2024 04:00,07-07-2024 22:18,Faridabad,426,HOMICIDE,52,F,Firearm,Other Crime,1,Yes,
07-07-2024 05:00,07-07-2024 08:11,Pune,530,HOMICIDE,11,F,Poison,Other Crime,4,No,
07-07-2024 06:00,07-07-2024 13:31,Srinagar,341,PUBLIC INTOXICATION,66,F,Firearm,Other Crime,5,No,
07-07-2024 07:00,07-07-2024 14:31,Mumbai,520,FIREARM OFFENSE,79,F,Firearm,Fire Accident,15,No,
07-07-2024 08:00,07-07-2024 22:13,Delhi,588,HOMICIDE,79,M,Poison,Other Crime,18,Yes,
07-07-2024 09:00,07-07-2024 21:59,Kolkata,550,FRAUD,43,F,Other,Other Crime,19,Yes,
07-07-2024 10:00,07-07-2024 12:26,Delhi,419,COUNTERFEITING,11,F,Firearm,Other Crime,17,No,
07-07-2024 11:00,08-07-2024 03:59,Bangalore,553,IDENTITY THEFT,43,F,None,Violent Crime,9,No,
07-07-2024 12:00,07-07-2024 21:18,Hyderabad,175,CYBERCRIME,69,M,None,Other Crime,2,Yes,
07-07-2024 13:00,08-07-2024 09:03,Surat,287,VANDALISM,55,F,Other,Other Crime,15,Yes,
07-07-2024 14:00,08-07-2024 10:00,Kalyan,279,BURGLARY,32,F,Explosives,Other Crime,14,Yes,
07-07-2024 15:00,07-07-2024 18:15,Ahmedabad,567,FIREARM OFFENSE,71,M,Explosives,Fire Accident,17,No,
07-07-2024 16:00,08-07-2024 12:03,Delhi,570,ILLEGAL POSSESSION,28,F,Explosives,Other Crime,5,Yes,
07-07-2024 17:00,08-07-2024 16:12,Vasai,415,CYBERCRIME,62,F,Poison,Other Crime,11,No,
07-07-2024 18:00,08-07-2024 05:10,Bangalore,338,IDENTITY THEFT,14,F,Poison,Violent Crime,11,Yes,
07-07-2024 19:00,07-07-2024 23:16,Delhi,509,VEHICLE - STOLEN,22,F,None,Violent Crime,18,No,
07-07-2024 20:00,07-07-2024 22:24,Mumbai,129,COUNTERFEITING,28,F,Knife,Other Crime,5,Yes,
07-07-2024 21:00,08-07-2024 11:29,Delhi,166,CYBERCRIME,59,M,Other,Other Crime,5,Yes,
07-07-2024 22:00,08-07-2024 18:08,Hyderabad,254,TRAFFIC VIOLATION,19,F,Blunt Object,Traffic Fatality,3,Yes,
07-07-2024 23:00,07-07-2024 23:12,Surat,188,TRAFFIC VIOLATION,75,M,Blunt Object,Traffic Fatality,2,No,
07-08-2024 00:00,08-07-2024 17:38,Bangalore,440,DOMESTIC VIOLENCE,15,F,Blunt Object,Violent Crime,3,Yes,
07-08-2024 01:00,08-07-2024 18:22,Varanasi,454,ROBBERY,57,F,Blunt Object,Violent Crime,6,No,
07-08-2024 02:00,09-07-2024 00:15,Chennai,568,DOMESTIC VIOLENCE,65,M,Blunt Object,Violent Crime,5,Yes,
07-08-2024 03:00,08-07-2024 21:46,Chennai,153,ASSAULT,25,F,Knife,Violent Crime,12,Yes,
07-08-2024 04:00,08-07-2024 12:35,Delhi,132,VEHICLE - STOLEN,46,F,Knife,Violent Crime,13,Yes,
07-08-2024 05:00,08-07-2024 07:01,Bangalore,274,ROBBERY,56,F,Poison,Violent Crime,17,No,
07-08-2024 06:00,08-07-2024 12:28,Indore,219,SHOPLIFTING,49,F,Explosives,Other Crime,9,Yes,
07-08-2024 07:00,08-07-2024 07:13,Nagpur,275,FRAUD,70,F,Knife,Other Crime,12,No,
07-08-2024 08:00,08-07-2024 21:09,Bangalore,157,DOMESTIC VIOLENCE,78,F,Knife,Violent Crime,11,No,
07-08-2024 09:00,08-07-2024 19:13,Pune,436,COUNTERFEITING,32,M,Firearm,Other Crime,8,Yes,
07-08-2024 10:00,08-07-2024 12:04,Kolkata,337,FRAUD,18,F,Blunt Object,Other Crime,12,No,
07-08-2024 11:00,08-07-2024 20:22,Delhi,495,TRAFFIC VIOLATION,76,F,Blunt Object,Traffic Fatality,11,Yes,
07-08-2024 12:00,08-07-2024 20:44,Delhi,553,HOMICIDE,33,F,Firearm,Other Crime,7,No,
07-08-2024 13:00,08-07-2024 17:08,Delhi,452,VEHICLE - STOLEN,76,F,Other,Violent Crime,16,No,
07-08-2024 14:00,08-07-2024 18:31,Mumbai,292,COUNTERFEITING,26,F,Other,Other Crime,8,No,
07-08-2024 15:00,08-07-2024 23:26,Mumbai,588,VEHICLE - STOLEN,78,F,Other,Violent Crime,12,No,
07-08-2024 16:00,09-07-2024 06:40,Ahmedabad,188,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,8,No,
07-08-2024 17:00,08-07-2024 23:03,Hyderabad,504,VANDALISM,64,F,Explosives,Other Crime,12,No,
07-08-2024 18:00,09-07-2024 07:43,Bangalore,236,BURGLARY,11,F,Blunt Object,Other Crime,8,No,
07-08-2024 19:00,08-07-2024 23:01,Kanpur,494,BURGLARY,18,F,Knife,Other Crime,17,No,
07-08-2024 20:00,09-07-2024 01:28,Nagpur,165,DOMESTIC VIOLENCE,66,F,Other,Violent Crime,13,Yes,
07-08-2024 21:00,09-07-2024 20:44,Bangalore,306,DOMESTIC VIOLENCE,55,F,Poison,Violent Crime,2,No,
07-08-2024 22:00,09-07-2024 08:17,Visakhapatnam,133,FRAUD,20,F,Explosives,Other Crime,7,No,
07-08-2024 23:00,09-07-2024 09:36,Mumbai,485,TRAFFIC VIOLATION,44,M,Knife,Traffic Fatality,10,Yes,
07-09-2024 00:00,09-07-2024 09:15,Pune,173,TRAFFIC VIOLATION,63,F,Blunt Object,Traffic Fatality,18,Yes,
07-09-2024 01:00,09-07-2024 21:34,Pune,535,HOMICIDE,21,M,Other,Other Crime,3,No,
07-09-2024 02:00,09-07-2024 18:49,Surat,210,SEXUAL ASSAULT,36,F,Explosives,Violent Crime,9,Yes,
07-09-2024 03:00,09-07-2024 04:58,Pune,264,EXTORTION,42,F,Knife,Other Crime,15,No,
07-09-2024 04:00,09-07-2024 22:58,Bangalore,328,COUNTERFEITING,41,M,Poison,Other Crime,8,No,
07-09-2024 05:00,09-07-2024 07:04,Pune,570,SEXUAL ASSAULT,10,F,Blunt Object,Violent Crime,18,Yes,
07-09-2024 06:00,10-07-2024 05:14,Pune,419,CYBERCRIME,51,M,Blunt Object,Other Crime,18,Yes,
07-09-2024 07:00,09-07-2024 17:41,Mumbai,545,DOMESTIC VIOLENCE,38,F,Knife,Violent Crime,6,Yes,
07-09-2024 08:00,10-07-2024 03:09,Chennai,394,SEXUAL ASSAULT,55,F,Other,Violent Crime,14,Yes,
07-09-2024 09:00,09-07-2024 18:42,Bangalore,122,SHOPLIFTING,40,F,Firearm,Other Crime,13,Yes,
07-09-2024 10:00,10-07-2024 01:13,Delhi,449,ROBBERY,61,F,Explosives,Violent Crime,18,No,
07-09-2024 11:00,10-07-2024 03:24,Bangalore,233,KIDNAPPING,39,M,Blunt Object,Other Crime,1,Yes,
07-09-2024 12:00,09-07-2024 20:10,Indore,366,KIDNAPPING,65,F,None,Other Crime,6,No,
07-09-2024 13:00,10-07-2024 12:23,Mumbai,173,DOMESTIC VIOLENCE,23,M,None,Violent Crime,19,Yes,
07-09-2024 14:00,10-07-2024 09:08,Chennai,530,KIDNAPPING,31,M,None,Other Crime,19,Yes,
07-09-2024 15:00,10-07-2024 00:34,Chennai,245,TRAFFIC VIOLATION,78,M,None,Traffic Fatality,8,No,
07-09-2024 16:00,10-07-2024 12:43,Varanasi,507,DRUG OFFENSE,67,F,Other,Other Crime,9,No,
07-09-2024 17:00,09-07-2024 22:24,Delhi,241,SEXUAL ASSAULT,48,M,Other,Violent Crime,1,Yes,
07-09-2024 18:00,10-07-2024 16:03,Delhi,219,EXTORTION,60,F,Knife,Other Crime,13,No,
07-09-2024 19:00,10-07-2024 16:23,Surat,329,CYBERCRIME,49,F,Knife,Other Crime,18,Yes,
07-09-2024 20:00,09-07-2024 21:16,Ahmedabad,144,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,9,No,
07-09-2024 21:00,10-07-2024 01:46,Mumbai,203,DRUG OFFENSE,75,M,Firearm,Other Crime,11,Yes,
07-09-2024 22:00,10-07-2024 12:40,Kolkata,378,HOMICIDE,16,F,None,Other Crime,9,Yes,
07-09-2024 23:00,10-07-2024 03:25,Kolkata,254,HOMICIDE,46,F,Explosives,Other Crime,12,Yes,
07-10-2024 00:00,10-07-2024 02:01,Bangalore,566,DOMESTIC VIOLENCE,72,F,None,Violent Crime,2,Yes,
07-10-2024 01:00,10-07-2024 08:15,Vasai,150,BURGLARY,77,F,Poison,Other Crime,2,No,
07-10-2024 02:00,10-07-2024 04:18,Bangalore,276,FIREARM OFFENSE,37,F,None,Fire Accident,14,Yes,
07-10-2024 03:00,10-07-2024 08:00,Chennai,349,TRAFFIC VIOLATION,20,F,Blunt Object,Traffic Fatality,14,Yes,
07-10-2024 04:00,10-07-2024 13:49,Chennai,566,KIDNAPPING,33,F,None,Other Crime,10,Yes,
07-10-2024 05:00,10-07-2024 13:12,Visakhapatnam,228,SHOPLIFTING,57,M,None,Other Crime,16,Yes,
07-10-2024 06:00,10-07-2024 22:06,Pune,464,TRAFFIC VIOLATION,67,F,Poison,Traffic Fatality,10,No,
07-10-2024 07:00,10-07-2024 08:30,Mumbai,229,ASSAULT,74,F,Explosives,Violent Crime,12,No,
07-10-2024 08:00,10-07-2024 18:19,Mumbai,177,ILLEGAL POSSESSION,10,F,Knife,Other Crime,13,Yes,
07-10-2024 09:00,11-07-2024 08:34,Lucknow,518,DOMESTIC VIOLENCE,40,F,Poison,Violent Crime,7,No,
07-10-2024 10:00,10-07-2024 20:38,Bangalore,206,BURGLARY,72,F,Blunt Object,Other Crime,5,Yes,
07-10-2024 11:00,11-07-2024 06:30,Nagpur,210,DRUG OFFENSE,29,M,Firearm,Other Crime,14,Yes,
07-10-2024 12:00,10-07-2024 17:10,Delhi,110,PUBLIC INTOXICATION,26,F,Poison,Other Crime,1,No,
07-10-2024 13:00,10-07-2024 22:25,Visakhapatnam,268,VEHICLE - STOLEN,69,F,None,Violent Crime,15,No,
07-10-2024 14:00,10-07-2024 20:33,Bhopal,388,FIREARM OFFENSE,14,F,Poison,Fire Accident,3,Yes,
07-10-2024 15:00,10-07-2024 19:06,Indore,183,CYBERCRIME,43,M,None,Other Crime,8,Yes,
07-10-2024 16:00,11-07-2024 03:02,Mumbai,230,EXTORTION,73,F,Blunt Object,Other Crime,13,Yes,
07-10-2024 17:00,11-07-2024 14:40,Chennai,545,BURGLARY,65,M,Poison,Other Crime,19,No,
07-10-2024 18:00,10-07-2024 20:27,Jaipur,467,HOMICIDE,67,M,Poison,Other Crime,18,No,
07-10-2024 19:00,11-07-2024 10:04,Bangalore,130,SHOPLIFTING,27,M,None,Other Crime,1,No,
07-10-2024 20:00,10-07-2024 23:15,Kolkata,479,CYBERCRIME,61,M,None,Other Crime,17,No,
07-10-2024 21:00,11-07-2024 14:44,Bangalore,256,IDENTITY THEFT,23,F,Poison,Violent Crime,1,Yes,
07-10-2024 22:00,11-07-2024 10:01,Kalyan,346,SEXUAL ASSAULT,21,M,Poison,Violent Crime,1,No,
07-10-2024 23:00,11-07-2024 13:03,Kolkata,262,FIREARM OFFENSE,64,F,None,Fire Accident,14,Yes,
07-11-2024 00:00,11-07-2024 11:23,Pune,485,ILLEGAL POSSESSION,19,F,Other,Other Crime,3,No,
07-11-2024 01:00,11-07-2024 12:38,Faridabad,369,ARSON,53,F,Explosives,Fire Accident,5,Yes,
07-11-2024 02:00,11-07-2024 07:13,Delhi,554,EXTORTION,66,M,Firearm,Other Crime,12,Yes,
07-11-2024 03:00,11-07-2024 10:21,Hyderabad,460,COUNTERFEITING,24,F,Other,Other Crime,16,No,
07-11-2024 04:00,11-07-2024 08:15,Kolkata,240,IDENTITY THEFT,27,F,Poison,Violent Crime,13,Yes,
07-11-2024 05:00,11-07-2024 11:09,Ahmedabad,382,FRAUD,20,M,None,Other Crime,2,Yes,
07-11-2024 06:00,11-07-2024 19:33,Bangalore,410,TRAFFIC VIOLATION,29,M,Knife,Traffic Fatality,10,No,
07-11-2024 07:00,11-07-2024 16:27,Srinagar,434,VEHICLE - STOLEN,11,M,Blunt Object,Violent Crime,3,No,
07-11-2024 08:00,11-07-2024 20:30,Bangalore,363,ROBBERY,37,F,Firearm,Violent Crime,14,No,
07-11-2024 09:00,11-07-2024 11:07,Visakhapatnam,569,TRAFFIC VIOLATION,35,M,Poison,Traffic Fatality,11,No,
07-11-2024 10:00,12-07-2024 09:25,Mumbai,449,KIDNAPPING,31,M,None,Other Crime,7,No,
07-11-2024 11:00,12-07-2024 01:34,Kalyan,160,DOMESTIC VIOLENCE,45,F,Knife,Violent Crime,10,No,
07-11-2024 12:00,11-07-2024 19:21,Nagpur,147,DOMESTIC VIOLENCE,35,F,Blunt Object,Violent Crime,9,Yes,
07-11-2024 13:00,12-07-2024 10:12,Rajkot,151,SEXUAL ASSAULT,39,M,Firearm,Violent Crime,4,No,
07-11-2024 14:00,11-07-2024 21:46,Delhi,439,FIREARM OFFENSE,30,F,Poison,Fire Accident,3,Yes,
07-11-2024 15:00,12-07-2024 08:57,Bangalore,499,SHOPLIFTING,29,M,Other,Other Crime,17,No,
07-11-2024 16:00,12-07-2024 13:13,Mumbai,529,VANDALISM,66,F,Blunt Object,Other Crime,1,No,
07-11-2024 17:00,12-07-2024 04:15,Jaipur,566,COUNTERFEITING,58,F,Explosives,Other Crime,16,No,
07-11-2024 18:00,12-07-2024 06:57,Mumbai,429,HOMICIDE,56,F,Poison,Other Crime,18,Yes,
07-11-2024 19:00,12-07-2024 05:26,Bangalore,227,TRAFFIC VIOLATION,73,F,Poison,Traffic Fatality,6,Yes,
07-11-2024 20:00,12-07-2024 00:34,Mumbai,351,DRUG OFFENSE,31,F,Poison,Other Crime,12,No,
07-11-2024 21:00,12-07-2024 08:02,Kanpur,265,CYBERCRIME,21,F,Knife,Other Crime,1,Yes,
07-11-2024 22:00,12-07-2024 10:40,Agra,371,FIREARM OFFENSE,15,F,Knife,Fire Accident,10,Yes,
07-11-2024 23:00,12-07-2024 09:42,Lucknow,110,EXTORTION,27,F,Firearm,Other Crime,5,Yes,
07-12-2024 00:00,12-07-2024 09:47,Pune,485,ARSON,67,M,Explosives,Fire Accident,10,No,
07-12-2024 01:00,12-07-2024 14:45,Kolkata,280,FIREARM OFFENSE,40,F,Explosives,Fire Accident,10,No,
07-12-2024 02:00,12-07-2024 06:59,Mumbai,526,EXTORTION,33,M,Explosives,Other Crime,17,No,
07-12-2024 03:00,12-07-2024 04:13,Chennai,556,SHOPLIFTING,55,F,Explosives,Other Crime,2,No,
07-12-2024 04:00,12-07-2024 09:52,Kolkata,343,SHOPLIFTING,20,F,Blunt Object,Other Crime,5,Yes,
07-12-2024 05:00,13-07-2024 00:36,Srinagar,521,FRAUD,28,M,Blunt Object,Other Crime,14,Yes,
07-12-2024 06:00,12-07-2024 22:38,Ludhiana,407,ROBBERY,43,F,Explosives,Violent Crime,13,No,
07-12-2024 07:00,12-07-2024 20:21,Delhi,503,DOMESTIC VIOLENCE,65,F,Firearm,Violent Crime,5,Yes,
07-12-2024 08:00,12-07-2024 10:18,Mumbai,400,ILLEGAL POSSESSION,42,F,Firearm,Other Crime,16,Yes,
07-12-2024 09:00,12-07-2024 22:49,Mumbai,472,SEXUAL ASSAULT,30,F,Poison,Violent Crime,7,No,
07-12-2024 10:00,12-07-2024 11:26,Agra,149,FIREARM OFFENSE,59,M,Blunt Object,Fire Accident,19,No,
07-12-2024 11:00,12-07-2024 13:19,Indore,385,IDENTITY THEFT,45,F,Other,Violent Crime,12,Yes,
07-12-2024 12:00,13-07-2024 10:20,Lucknow,179,FIREARM OFFENSE,12,F,Blunt Object,Fire Accident,1,Yes,
07-12-2024 13:00,12-07-2024 23:29,Kolkata,422,ASSAULT,63,F,Poison,Violent Crime,8,Yes,
07-12-2024 14:00,13-07-2024 07:23,Hyderabad,133,SEXUAL ASSAULT,52,F,Other,Violent Crime,5,Yes,
07-12-2024 15:00,12-07-2024 20:50,Jaipur,268,IDENTITY THEFT,34,M,Firearm,Violent Crime,6,No,
07-12-2024 16:00,13-07-2024 00:34,Delhi,497,IDENTITY THEFT,25,F,Other,Violent Crime,6,No,
07-12-2024 17:00,12-07-2024 20:48,Delhi,304,COUNTERFEITING,42,F,Firearm,Other Crime,4,Yes,
07-12-2024 18:00,13-07-2024 00:41,Delhi,563,FRAUD,40,F,None,Other Crime,18,No,
07-12-2024 19:00,13-07-2024 18:48,Chennai,134,SEXUAL ASSAULT,11,F,Knife,Violent Crime,16,Yes,
07-12-2024 20:00,13-07-2024 18:02,Bangalore,539,SHOPLIFTING,74,M,Poison,Other Crime,11,Yes,
07-12-2024 21:00,13-07-2024 12:36,Delhi,207,VEHICLE - STOLEN,26,F,Poison,Violent Crime,10,Yes,
07-12-2024 22:00,13-07-2024 02:26,Ahmedabad,409,DOMESTIC VIOLENCE,77,F,None,Violent Crime,10,No,
07-12-2024 23:00,13-07-2024 02:39,Mumbai,132,ROBBERY,63,F,Explosives,Violent Crime,3,Yes,
07-13-2024 00:00,13-07-2024 11:28,Nagpur,181,ILLEGAL POSSESSION,12,F,Knife,Other Crime,4,Yes,
07-13-2024 01:00,13-07-2024 07:26,Kolkata,400,TRAFFIC VIOLATION,59,M,None,Traffic Fatality,7,No,
07-13-2024 02:00,13-07-2024 12:03,Jaipur,563,IDENTITY THEFT,11,F,Knife,Violent Crime,10,No,
07-13-2024 03:00,13-07-2024 20:56,Surat,124,COUNTERFEITING,14,F,Poison,Other Crime,3,Yes,
07-13-2024 04:00,13-07-2024 15:09,Kolkata,232,VANDALISM,17,F,Explosives,Other Crime,15,No,
07-13-2024 05:00,13-07-2024 05:40,Mumbai,530,COUNTERFEITING,35,F,Firearm,Other Crime,18,No,
07-13-2024 06:00,13-07-2024 06:24,Ghaziabad,179,BURGLARY,23,F,Knife,Other Crime,5,No,
07-13-2024 07:00,13-07-2024 14:17,Jaipur,265,DRUG OFFENSE,31,F,Blunt Object,Other Crime,3,Yes,
07-13-2024 08:00,13-07-2024 13:59,Hyderabad,594,SEXUAL ASSAULT,79,F,None,Violent Crime,16,Yes,
07-13-2024 09:00,13-07-2024 18:34,Delhi,138,TRAFFIC VIOLATION,33,F,Knife,Traffic Fatality,9,Yes,
07-13-2024 10:00,13-07-2024 11:27,Thane,571,TRAFFIC VIOLATION,49,F,Other,Traffic Fatality,7,No,
07-13-2024 11:00,13-07-2024 17:07,Hyderabad,420,SHOPLIFTING,46,F,Other,Other Crime,12,Yes,
07-13-2024 12:00,13-07-2024 16:05,Chennai,237,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,3,Yes,
07-13-2024 13:00,13-07-2024 22:09,Ludhiana,571,HOMICIDE,17,F,Poison,Other Crime,2,Yes,
07-13-2024 14:00,13-07-2024 20:33,Agra,107,ROBBERY,12,M,Knife,Violent Crime,16,No,
07-13-2024 15:00,14-07-2024 05:30,Delhi,555,ROBBERY,32,M,Poison,Violent Crime,10,No,
07-13-2024 16:00,13-07-2024 19:45,Chennai,575,TRAFFIC VIOLATION,67,F,Blunt Object,Traffic Fatality,14,Yes,
07-13-2024 17:00,13-07-2024 19:33,Delhi,482,ARSON,34,F,None,Fire Accident,16,No,
07-13-2024 18:00,14-07-2024 03:53,Bangalore,483,TRAFFIC VIOLATION,38,M,Poison,Traffic Fatality,12,No,
07-13-2024 19:00,14-07-2024 04:01,Meerut,180,FIREARM OFFENSE,47,F,Knife,Fire Accident,3,No,
07-13-2024 20:00,14-07-2024 07:43,Visakhapatnam,489,COUNTERFEITING,56,M,Blunt Object,Other Crime,16,No,
07-13-2024 21:00,14-07-2024 16:49,Hyderabad,130,FIREARM OFFENSE,69,F,Knife,Fire Accident,19,No,
07-13-2024 22:00,14-07-2024 10:09,Surat,589,TRAFFIC VIOLATION,41,F,Poison,Traffic Fatality,12,Yes,
07-13-2024 23:00,14-07-2024 17:12,Mumbai,239,ROBBERY,32,F,None,Violent Crime,2,No,
07-14-2024 00:00,14-07-2024 15:03,Mumbai,364,VEHICLE - STOLEN,24,F,Firearm,Violent Crime,10,No,
07-14-2024 01:00,14-07-2024 22:45,Pune,530,BURGLARY,23,M,None,Other Crime,10,Yes,
07-14-2024 02:00,14-07-2024 07:55,Mumbai,254,IDENTITY THEFT,72,F,Blunt Object,Violent Crime,3,No,
07-14-2024 03:00,14-07-2024 19:26,Delhi,381,SHOPLIFTING,20,F,Explosives,Other Crime,10,Yes,
07-14-2024 04:00,14-07-2024 20:01,Kolkata,358,COUNTERFEITING,69,M,None,Other Crime,10,No,
07-14-2024 05:00,14-07-2024 16:12,Bangalore,128,KIDNAPPING,74,F,None,Other Crime,10,No,
07-14-2024 06:00,14-07-2024 16:40,Delhi,330,HOMICIDE,32,M,Other,Other Crime,16,No,
07-14-2024 07:00,14-07-2024 10:42,Kolkata,133,SHOPLIFTING,48,F,Other,Other Crime,10,Yes,
07-14-2024 08:00,14-07-2024 12:13,Mumbai,177,SEXUAL ASSAULT,23,M,Other,Violent Crime,8,No,
07-14-2024 09:00,14-07-2024 17:58,Bangalore,192,COUNTERFEITING,51,F,Blunt Object,Other Crime,16,No,
07-14-2024 10:00,15-07-2024 06:58,Delhi,589,FRAUD,30,F,Explosives,Other Crime,2,Yes,
07-14-2024 11:00,15-07-2024 06:55,Bangalore,279,DRUG OFFENSE,71,F,Poison,Other Crime,19,No,
07-14-2024 12:00,14-07-2024 23:22,Kanpur,550,ARSON,18,F,Other,Fire Accident,4,No,
07-14-2024 13:00,15-07-2024 07:57,Lucknow,340,BURGLARY,42,F,Firearm,Other Crime,14,No,
07-14-2024 14:00,15-07-2024 03:02,Delhi,320,HOMICIDE,71,F,Other,Other Crime,12,No,
07-14-2024 15:00,14-07-2024 15:38,Kolkata,306,SHOPLIFTING,40,M,Blunt Object,Other Crime,15,Yes,
07-14-2024 16:00,15-07-2024 14:16,Nashik,389,SEXUAL ASSAULT,39,F,Explosives,Violent Crime,11,No,
07-14-2024 17:00,15-07-2024 04:29,Bangalore,538,IDENTITY THEFT,31,F,Other,Violent Crime,3,Yes,
07-14-2024 18:00,15-07-2024 08:32,Lucknow,574,HOMICIDE,22,M,Poison,Other Crime,3,No,
07-14-2024 19:00,15-07-2024 11:26,Surat,590,ILLEGAL POSSESSION,44,M,Blunt Object,Other Crime,9,Yes,
07-14-2024 20:00,14-07-2024 23:15,Mumbai,367,VEHICLE - STOLEN,57,M,Poison,Violent Crime,5,No,
07-14-2024 21:00,15-07-2024 17:47,Ghaziabad,481,DRUG OFFENSE,38,F,Blunt Object,Other Crime,14,Yes,
07-14-2024 22:00,15-07-2024 00:12,Hyderabad,382,IDENTITY THEFT,20,F,Blunt Object,Violent Crime,9,No,
07-14-2024 23:00,15-07-2024 08:31,Ahmedabad,514,ROBBERY,77,M,Poison,Violent Crime,19,Yes,
07-15-2024 00:00,15-07-2024 23:25,Indore,525,ASSAULT,67,F,Poison,Violent Crime,6,Yes,
07-15-2024 01:00,15-07-2024 11:12,Chennai,311,FIREARM OFFENSE,14,F,Firearm,Fire Accident,7,No,
07-15-2024 02:00,15-07-2024 13:30,Delhi,343,ILLEGAL POSSESSION,26,M,Poison,Other Crime,9,Yes,
07-15-2024 03:00,15-07-2024 03:00,Kolkata,469,ROBBERY,29,F,None,Violent Crime,4,No,
07-15-2024 04:00,15-07-2024 14:02,Mumbai,198,CYBERCRIME,12,F,Other,Other Crime,16,Yes,
07-15-2024 05:00,16-07-2024 02:37,Surat,514,KIDNAPPING,35,F,Knife,Other Crime,1,No,
07-15-2024 06:00,15-07-2024 22:15,Chennai,527,ILLEGAL POSSESSION,11,F,Explosives,Other Crime,15,Yes,
07-15-2024 07:00,15-07-2024 11:14,Ahmedabad,163,TRAFFIC VIOLATION,73,F,Poison,Traffic Fatality,12,Yes,
07-15-2024 08:00,15-07-2024 20:55,Pune,257,VEHICLE - STOLEN,13,F,Blunt Object,Violent Crime,3,Yes,
07-15-2024 09:00,16-07-2024 03:19,Bangalore,164,SHOPLIFTING,17,F,None,Other Crime,2,No,
07-15-2024 10:00,16-07-2024 07:05,Patna,383,ASSAULT,63,F,Knife,Violent Crime,16,Yes,
07-15-2024 11:00,15-07-2024 14:47,Ahmedabad,158,VANDALISM,36,F,Other,Other Crime,19,No,
07-15-2024 12:00,15-07-2024 19:21,Delhi,454,SEXUAL ASSAULT,25,F,None,Violent Crime,15,No,
07-15-2024 13:00,15-07-2024 18:50,Bhopal,587,TRAFFIC VIOLATION,20,M,Knife,Traffic Fatality,8,Yes,
07-15-2024 14:00,15-07-2024 16:16,Pune,458,KIDNAPPING,57,F,Firearm,Other Crime,6,No,
07-15-2024 15:00,16-07-2024 10:13,Mumbai,308,ARSON,33,F,Blunt Object,Fire Accident,13,No,
07-15-2024 16:00,15-07-2024 20:00,Delhi,587,FIREARM OFFENSE,65,F,None,Fire Accident,2,No,
07-15-2024 17:00,16-07-2024 01:21,Nagpur,216,EXTORTION,52,F,Blunt Object,Other Crime,16,No,
07-15-2024 18:00,16-07-2024 12:55,Mumbai,242,ASSAULT,21,M,Explosives,Violent Crime,4,No,
07-15-2024 19:00,15-07-2024 22:25,Ghaziabad,590,CYBERCRIME,30,F,Other,Other Crime,18,Yes,
07-15-2024 20:00,16-07-2024 19:11,Mumbai,141,ILLEGAL POSSESSION,47,F,Poison,Other Crime,1,No,
07-15-2024 21:00,16-07-2024 05:55,Pune,222,FRAUD,35,M,None,Other Crime,9,Yes,
07-15-2024 22:00,16-07-2024 20:57,Mumbai,562,BURGLARY,27,F,Knife,Other Crime,17,No,
